customer_no,path
1413,effcc
1414,edkkkkkcc
1415,efcc
1416,efkkkkkkkcc
1417,esffffffcc
1418,ekcc
1419,effkcc
1420,essssscc
1421,eskkkkkcc
1422,edkkkcc
1423,edsdcc
1424,edkkcc
1425,ekkkkkkcc
1426,efkkkkkkcc
1427,ekcc
1428,ekkcc
1429,ekkcc
1430,effffdfffffdfcc
1431,efdddddddcc
1432,esssffffcc
1433,eddddddsskfcc
1434,ekfssskkcc
1435,ekcc
1436,ekkkcc
1437,efsssdddcc
1438,escc
1439,effffcc
1440,ekkkscc
1441,edkscc
1442,effcc
1443,efddcc
1444,escc
1445,edcc
1446,ecc
1447,ecc
2001,efffkkkkkkkcc
2002,ekkkkkkkkkkkkfffcc
2003,edddddddcc
2004,eddskkkcc
2005,edddcc
2006,eddddddddsdddddddcc
2007,edddffkkkcc
2008,edcc
2009,efffddddddddffdddddddcc
2010,effffcc
2011,efcc
2012,efffffcc
2013,edkkkcc
2014,eddddddffffddddddffkcc
2015,essfdddcc
2016,eddddkkfddcc
2017,effcc
2018,effffdcc
2019,edkkkkfkcc
2020,escc
2021,eksskkkcc
2022,ekkcc
2023,efffcc
2024,efskkcc
2025,edcc
2026,esskcc
2027,esssffcc
2028,esfcc
2029,efdkkdkskkkcc
2030,ekkkcc
2031,ekskffkkkkkkffcc
2032,edkkcc
2033,esssdddskkkcc
2034,ekcc
2035,esscc
2036,eddddddddkkcc
2037,ekkkfffkkcc
2038,ekcc
2039,edddkkkkkfcc
2040,effdkcc
2041,ekdkkcc
2042,ekkkkfffffcc
2043,efffdddddcc
2044,efcc
2045,esfffffcc
2046,eddddddddkkscc
2047,eddcc
2048,eddcc
2049,esdcc
2050,ekkcc
2051,eddfcc
2052,ekkcc
2053,efcc
2054,ekcc
2055,edddddkfffcc
2056,ekkcc
2057,essssssdddddddddkkkcc
2058,efffcc
2059,efddskcc
2060,edffcc
2061,ekkkkkscc
2062,eksdkkkkkcc
2063,edddddskcc
2064,esfffffksskkcc
2065,edddddddfffcc
2066,ekffcc
2067,eddsskffkcc
2068,efcc
2069,efffcc
2070,efkkkkkcc
2071,eskkkcc
2072,esdddssscc
2073,effddfcc
2074,efffdsdddddddkkkfffcc
2075,edkksddkkkkffcc
2076,efdddddddcc
2077,efcc
2078,ekkfffddddcc
2079,efcc
2080,effffffffssddddddcc
2081,efffddcc
2082,edddddddfssscc
2083,esssdcc
2084,effcc
2085,edcc
2086,efcc
2087,eddddkkkkfkcc
2088,efkffffffsdddddddddsddcc
2089,ekkkskskskkkkcc
2090,eksssffcc
2091,ekcc
2092,efsddddddddddskkffffdddddddcc
2093,ekcc
2094,eddddddddfkcc
2095,edcc
2096,eskksskffffssdfffffffcc
2097,effddcc
2098,ekffffcc
2099,edcc
2100,edcc
2101,ekkkcc
2102,ekkcc
2103,eddddddddddddcc
2104,essssssdcc
2105,efddddfddcc
2106,effffddddsssddddddddcc
2107,esdddfddkcc
2108,efffffffcc
2109,edcc
2110,esksskkkfssddfffffcc
2111,escc
2112,edddddddddddddddddfddffddkffcc
2113,essfkkkkfsskkkkkkkkffffssssskkkcc
2114,ekffkscc
2115,escc
2116,ekfdddddsffffscc
2117,efffcc
2118,eddffkcc
2119,efddcc
2120,esdddddddcc
2121,effffffffkcc
2122,ekkcc
2123,eddddddddddddkkkcc
2124,edcc
2125,ekcc
2126,esdsdddddddddddddfcc
2127,esddffffffcc
2128,effddffddddddsskscc
2129,efddddkkcc
2130,effcc
2131,efffcc
2132,edfcc
2133,efssscc
2134,ekksdkkcc
2135,efffffffssdddcc
2136,effcc
2137,efffcc
2138,efffffcc
2139,ekkfffddsscc
2140,effdddddddsdsdddfcc
2141,eddddddcc
2142,eddsdddcc
2143,escc
2144,esssddddddcc
2145,effsddfffffffffffffffffffddddddddcc
2146,eksscc
2147,effffcc
2148,ekcc
2149,efffcc
2150,efcc
2151,essdddcc
2152,esssdddcc
2153,effffcc
2154,eddcc
2155,edddddddcc
2156,esssdddddkkfsfffffcc
2157,efdcc
2158,efddddcc
2159,ekcc
2160,efcc
2161,esskkcc
2162,ekcc
2163,essdfdddddddffcc
2164,effcc
2165,eddddddkksskkcc
2166,efddddssscc
2167,eddsskkfkkkkkcc
2168,esdddddfcc
2169,edcc
2170,efcc
2171,esddddfffffssscc
2172,effddkkkkkkkcc
2173,efffskkkcc
2174,ekkkfffffffscc
2175,eddcc
2176,eddddddssddddddkkffkkcc
2177,effscc
2178,ekkkkkscc
2179,effffcc
2180,edddddffcc
2181,effddddffdkkkkfffdcc
2182,eddssskcc
2183,edkkcc
2184,ekddkkcc
2185,efffkfcc
2186,esddddkcc
2187,effffffcc
2188,eddddddddddcc
2189,edddkfffffffffcc
2190,edcc
2191,effcc
2192,edkkkcc
2193,eddddkkcc
2194,effcc
2195,essdcc
2196,effcc
2197,ekkcc
2198,effffdddsdddddsdddddddddddddddddscc
2199,edddddddcc
2200,efsskkkksksskkffffsscc
2201,efsddsdsfcc
2202,efsddkkkkcc
2203,escc
2204,eddfdddddddddddsddcc
2205,efcc
2206,eddkssddkkkfffcc
2207,esscc
2208,edddkkcc
2209,eddddscc
2210,efffcc
2211,effddddddcc
2212,edddcc
2213,effcc
2214,edddddcc
2215,efsskffffdkcc
2216,efffsskkcc
2217,eskcc
2218,esskskkcc
2219,esdkkcc
2220,ekksskkkcc
2221,efffffdcc
2222,efdkscc
2223,edddddsddfcc
2224,ekkkcc
2225,ekkcc
2226,ekcc
2227,essddcc
2228,eddddddffdddsfffcc
2229,effffdddcc
2230,efcc
2231,esksscc
2232,effkcc
2233,eddfkksddddddkkcc
2234,efcc
2235,effffffcc
2236,efskkkssddssfffdcc
2237,ekffffcc
2238,ekkkkkkkcc
2239,edddddddddddcc
2240,esddddddddddscc
2241,eddksddssdddddkkkkssdddcc
2242,esfffffcc
2243,ekkkkkcc
2244,efddcc
2245,edffkfkkkksdsfcc
2246,efcc
2247,eskkcc
2248,efddddddddddsssskcc
2249,effffcc
2250,eddcc
2251,ekkffkcc
2252,efffffcc
2253,edddddddcc
2254,esskkkscc
2255,esscc
2256,esdcc
2257,ekkcc
2258,efcc
2259,efcc
2260,esssssskkksdddcc
2261,edsdcc
2262,edddddcc
2263,efcc
2264,eddkkfcc
2265,eddddddddcc
2266,efcc
2267,eddcc
2268,effffffdddkkcc
2269,effcc
2270,effffffcc
2271,effffffdddddddffffddddsssskkkkkssdddddcc
2272,edddddddfcc
2273,efffkksddddcc
2274,efcc
2275,eddddffffskkkkkkkksscc
2276,eddddsfcc
2277,edkkkcc
2278,efcc
2279,effcc
2280,edddcc
2281,edddfddcc
2282,eddddsskkffdfsssskkcc
2283,efsdffddcc
2284,efcc
2285,effffcc
2286,escc
2287,effffffffffskkcc
2288,escc
2289,efsssfcc
2290,effcc
2291,efcc
2292,efcc
2293,eddfkkcc
2294,ekkkkfkksdddddddddddddddcc
2295,ekkcc
2296,efcc
2297,esdkfcc
2298,ekcc
2299,edddddddcc
2300,efcc
2301,effffkkkkksdskkkkskcc
2302,ekkkkkkcc
2303,efcc
2304,ekkkkkkcc
2305,efkcc
2306,efffdddddddscc
2307,edcc
2308,eskkcc
2309,effffkcc
2310,eddddcc
2311,ekkkkkkkfskkfddddddddcc
2312,efssdddddddddddfcc
2313,efcc
2314,ekkcc
2315,efffffffcc
2316,esskkkkkcc
2317,esddddfcc
2318,edcc
2319,eddsfffffffcc
2320,efcc
2321,eddddddcc
2322,efcc
2323,efcc
2324,edddcc
2325,efsssddsddddddssskcc
2326,esdcc
2327,edddddddddsfffffdsfcc
2328,ekcc
2329,eddddddddskkscc
2330,efdffffffddddddcc
2331,edkcc
2332,eddfscc
2333,esscc
2334,edcc
2335,edsffcc
2336,edcc
2337,effffffsskkcc
2338,eddcc
2339,effddcc
2340,efssfffkkscc
2341,escc
2342,eddkkkkcc
2343,efcc
2344,efkskkcc
2345,esfcc
2346,edddskcc
2347,edddddddddffcc
2348,ekcc
2349,effffdddfcc
2350,esssskcc
2351,edcc
2352,effcc
2353,ekkcc
2354,esddddcc
2355,edddkkcc
2356,ekcc
2357,efffkcc
2358,edcc
2359,edddddddddcc
2360,essskkcc
2361,ekkkkfscc
2362,efddddkkcc
2363,effffdfffffssssssdcc
2364,esdddddkkkcc
2365,edddddddscc
2366,efffddddcc
2367,edddsssscc
2368,efcc
2369,effcc
2370,effffcc
2371,eddddddksddssdkcc
2372,edfddddddddkcc
2373,edcc
2374,ekcc
2375,edddsfffffkkkscc
2376,efffkkkksdffkcc
2377,efffddfffcc
2378,efksssddddscc
2379,effkcc
2380,efkkkkcc
2381,eddcc
2382,esscc
2383,edcc
2384,efddddffffcc
2385,eddffkkfffffsskkkkkfffcc
2386,efcc
2387,effkkcc
2388,efffcc
2389,effdddddfcc
2390,edddskkcc
2391,eddddddddddddddddddddddddddddddcc
2392,efffcc
2393,efcc
2394,effddcc
2395,edfcc
2396,edddddscc
2397,escc
2398,efffffffcc
2399,efffffffdddfcc
2400,ekcc
2401,essscc
2402,efcc
2403,efddkkkkkkkcc
2404,esscc
2405,efdcc
2406,eddffffcc
2407,esscc
2408,eddddddssffcc
2409,ekcc
2410,edkcc
2411,esskkkcc
2412,esskkkkffcc
2413,ekkkcc
2414,edcc
2415,effddcc
2416,efddkffdddddddddddddfcc
2417,efddcc
2418,ekcc
2419,eddddddcc
2420,ekcc
2421,effcc
2422,essdddsddcc
2423,effkkcc
2424,eddcc
2425,eddcc
2426,efcc
2427,esdkkkssscc
2428,edcc
2429,effffcc
2430,effffffffcc
2431,edddddddkkcc
2432,esddddcc
2433,effkkkkkkkffcc
2434,edddcc
2435,edddddcc
2436,efcc
2437,escc
2438,effffsscc
2439,esskkkkkkksdcc
2440,effffssdkkfcc
2441,efkkkcc
2442,ekkkssscc
2443,essdcc
2444,eddkkcc
2445,edddddcc
2446,efssscc
2447,ekcc
2448,eddddcc
2449,ekskkkkcc
2450,eddddddssdddddddddcc
2451,eskkkkcc
2452,esddddddddddddddsddddddcc
2453,edddsscc
2454,edddddcc
2455,edddffsffsdddddddcc
2456,eddddddddsssfdddfffcc
2457,eddcc
2458,ekksdffcc
2459,effffkkcc
2460,esdddcc
2461,edcc
2462,efcc
2463,ekkfkcc
2464,eddddddcc
2465,esscc
2466,efffffcc
2467,eddskcc
2468,ekkksffcc
2469,effffsdddffcc
2470,effcc
2471,eksffcc
2472,esdddcc
2473,ekcc
2474,esddddddddddcc
2475,efcc
2476,efddsdddddfffcc
2477,eddddddddffcc
2478,esskcc
2479,effcc
2480,edcc
2481,ekkffsdddddddddddfcc
2482,efffdcc
2483,efffkfcc
2484,eddddsddddddddddddfkkkksfffffcc
2485,efcc
2486,ekscc
2487,ekfcc
2488,eddsssffffffcc
2489,edddcc
2490,efscc
2491,efcc
2492,esssssdddddddkkcc
2493,edcc
2494,edddddddcc
2495,effkkkcc
2496,efffddddsffdddddddkfcc
2497,efcc
2498,effcc
2499,efcc
2500,efskfcc
2501,edcc
2502,eksddcc
2503,efffffcc
2504,effcc
2505,ekkssdddfffffsscc
2506,efdsssssffcc
2507,eddddddffffssssssssssdcc
2508,effsdddssskkkfcc
2509,effffffcc
2510,efffsdddddddddcc
2511,ekskssfffkkkskkkffffffcc
2512,edkkkffddddkkkcc
2513,efffkkkkskkkkkkkkkfsdfffffcc
2514,efffffscc
2515,efffddcc
2516,edddddcc
2517,eddddcc
2518,efcc
2519,escc
2520,edcc
2521,eddcc
2522,efffcc
2523,efffcc
2524,eddddfffffffcc
2525,edfcc
2526,ekfdddddddskffffcc
2527,efcc
2528,eddkffksfkcc
2529,edskkkkkkkkkkcc
2530,eddddfcc
2531,effffffcc
2532,escc
2533,effcc
2534,esffddddcc
2535,efcc
2536,efdddssssscc
2537,escc
2538,ekfffcc
2539,efffcc
2540,eddcc
2541,efcc
2542,edcc
2543,efcc
2544,edddcc
2545,edddcc
2546,edddskkkffcc
2547,edddkkfcc
2548,edcc
2549,effksdkkkcc
2550,efcc
2551,ekffcc
2552,eddddddskffffcc
2553,edddddddcc
2554,efkkkkcc
2555,eddddddddddddcc
2556,efcc
2557,efcc
2558,esddddddcc
2559,effkcc
2560,effddddddddcc
2561,effcc
2562,efffffffffddddsssskksssssfksfcc
2563,eskffcc
2564,efdddddcc
2565,esddcc
2566,edddddfffcc
2567,efffcc
2568,efcc
2569,eddcc
2570,eddddddcc
2571,efffcc
2572,ekffffcc
2573,efffffffcc
2574,efcc
2575,esscc
2576,eddddddcc
2577,efffcc
2578,esssskkcc
2579,eddddddfffcc
2580,efffffddddcc
2581,ekcc
2582,ekcc
2583,effffcc
2584,eddddddddddddsssfcc
2585,esdddddddsskcc
2586,efcc
2587,efffffffffcc
2588,esffffffddddddddcc
2589,edskcc
2590,ekcc
2591,eddddddcc
2592,edssddddkkcc
2593,efffcc
2594,esfffskkkkkkkkkcc
2595,edddcc
2596,edddddfcc
2597,efcc
2598,efcc
2599,effcc
2600,efffcc
2601,efffffcc
2602,efdkkcc
2603,ekcc
2604,efffffcc
2605,edddkkkkkkssskfcc
2606,efcc
2607,edcc
2608,eddddddscc
2609,efffcc
2610,efffssffsskkkkkskcc
2611,edddkskkkcc
2612,esddddddsskkffffcc
2613,efkscc
2614,eddsssssssdcc
2615,efcc
2616,eskkcc
2617,eddddddddddddddddddddffffcc
2618,edfsssdkkkkffddddddcc
2619,eddcc
2620,esdddcc
2621,efffcc
2622,efffcc
2623,eskkkkkssdddddcc
2624,effddddscc
2625,effddddffcc
2626,ekksssscc
2627,efdddddfcc
2628,eskkffsddssddcc
2629,efkcc
2630,essddcc
2631,ekkcc
2632,eddcc
2633,essscc
2634,eddcc
2635,ekkffssscc
2636,edddddfffcc
2637,edcc
2638,edkcc
2639,esssssssfcc
2640,efcc
2641,ekkfffcc
2642,edddfcc
2643,esddddssskkkcc
2644,efddkkkfkkkssscc
2645,effcc
2646,efffffscc
2647,efdddsffcc
2648,ekkkssffskcc
2649,esfffffffcc
2650,edddddfcc
2651,eddddddddddddcc
2652,effddcc
2653,eddsssssscc
2654,edffdddddkcc
2655,eddcc
2656,essfskcc
2657,efffcc
2658,eddcc
2659,eddddcc
2660,ekkcc
2661,escc
2662,effffssffcc
2663,efssfkkkkcc
2664,escc
2665,ekcc
2666,effffffffkkkfddkkkkkkkffffffffcc
2667,efffsskskcc
2668,edcc
2669,ekscc
2670,efcc
2671,ekkkkcc
2672,ekkscc
2673,eddddscc
2674,efffkscc
2675,ekkkcc
2676,edddddcc
2677,ekcc
2678,esdddddddkcc
2679,edddscc
2680,essddddcc
2681,eskkkcc
2682,effffffcc
2683,eskcc
2684,esdddkcc
2685,eddddddcc
2686,ekffcc
2687,esfcc
2688,efffcc
2689,esddddcc
2690,esddddddcc
2691,esskkkkcc
2692,efffffcc
2693,effffffffdddddssfcc
2694,effffcc
2695,edcc
2696,ekcc
2697,effcc
2698,efcc
2699,escc
2700,eddcc
2701,edddddddddddcc
2702,ekkkkkkkkfdddcc
2703,efdddcc
2704,essssfcc
2705,eskkkcc
2706,efcc
2707,efffddddddddddddsffcc
2708,eddddkkkksdkkkfkkcc
2709,efkcc
2710,essskkfcc
2711,edddddddddcc
2712,efffkkffddddddffcc
2713,effcc
2714,efkffcc
2715,efffcc
2716,efffdddddddddddddcc
2717,ekkkcc
2718,efddddddddcc
2719,edddddddddkksdddddcc
2720,eddddfkkcc
2721,efdddddkkkcc
2722,edddddcc
2723,efffcc
2724,effffcc
2725,effcc
2726,eddddsscc
2727,edddddffcc
2728,edfcc
2729,ekkkffkkkkkssskkcc
2730,essdffffcc
2731,efcc
2732,effffsdddcc
2733,effcc
2734,eddddddddcc
2735,edcc
2736,eddddddddddscc
2737,efffddddddcc
2738,edddddddddddfcc
2739,efffcc
2740,edcc
2741,essscc
2742,edddffffkkkkksdddsscc
2743,efcc
2744,efcc
2745,effkkcc
2746,efddsdddfffdddddddcc
2747,edddkkcc
2748,effcc
2749,effcc
2750,ekkffssscc
2751,efddddddddddddkkcc
2752,edffffffffsscc
2753,ekkcc
2754,eddffcc
2755,edcc
2756,eddddcc
2757,eddddcc
2758,edddcc
2759,efffffcc
2760,effcc
2761,effcc
2762,efcc
2763,ekcc
2764,eddddddddddkkksscc
2765,efcc
2766,essdfffsdddddddddddsscc
2767,efffdcc
2768,edcc
2769,efffcc
2770,efcc
2771,efffddddsskffdddkkkkcc
2772,ekskfkdkkcc
2773,efffcc
2774,effcc
2775,ekkkkkkksdddsddddskcc
2776,edsdddssffcc
2777,ekkkkkkkkfcc
2778,ekcc
2779,efffffffcc
2780,efdddddkssscc
2781,efddfffcc
2782,ekffddddddddddddkkffsddddddddddcc
2783,edddddddcc
2784,efddddddddcc
2785,edsscc
2786,edkkkcc
2787,eddffffffcc
2788,ekkcc
2789,efcc
2790,effsfcc
2791,edddddddcc
2792,effffcc
2793,edddddffdffssssdddkkcc
2794,efdddscc
2795,effcc
2796,efcc
2797,escc
2798,essdcc
2799,eddkkkkkcc
2800,edddssksdddcc
2801,edddkcc
2802,edkcc
2803,escc
2804,essffddcc
2805,effffcc
2806,efcc
2807,efdddcc
2808,eddddssdddfddskcc
2809,efddddddddcc
2810,esdddkkcc
2811,efcc
2812,efcc
2813,eddddcc
2814,esssfcc
2815,efffssskssfffkcc
2816,effdfcc
2817,eddkcc
2818,efffffffffffcc
2819,ekkcc
2820,ekddcc
2821,efsdddffffssscc
2822,esddcc
2823,eskscc
2824,efdddfffffcc
2825,edddddffcc
2826,efffffcc
2827,edddddddddddddddddssssdfffffddkkcc
2828,efcc
2829,esfkkkfffffddddddfffffcc
2830,effkkkkkkkksdcc
2831,efkcc
2832,efffddddcc
2833,ekkcc
2834,esffffcc
2835,eddkkkkkfddddcc
2836,effffssfcc
2837,ekkfcc
2838,effcc
2839,efcc
2840,ekkkkkkdkkcc
2841,efffcc
2842,efffffffffkkkkkkcc
2843,efscc
2844,edcc
2845,eddcc
2846,esssffcc
2847,essdddfcc
2848,efdcc
2849,efffffddcc
2850,efddcc
2851,edkskkkkkcc
2852,edsdddddffkkfddcc
2853,esscc
2854,efffddcc
2855,efcc
2856,effcc
2857,efffdddddddddddddskkkffcc
2858,esfddffsfffdddddkkcc
2859,eddcc
2860,escc
2861,efsskfcc
2862,effkffcc
2863,edcc
2864,esdskkkkkkkcc
2865,eddddcc
2866,ekkcc
2867,esskkcc
2868,esdddddcc
2869,effffffffkkkkssssddddsscc
2870,ekkkcc
2871,eddddddscc
2872,effffdcc
2873,edddcc
2874,efffcc
2875,effffssdddkcc
2876,effffffcc
2877,edddsddddddddssdddffffddfddfcc
2878,esdskkssskkkkcc
2879,effffffffcc
2880,efffffkcc
2881,efcc
2882,edcc
2883,efffcc
2884,edddcc
2885,ekkcc
2886,essdddfcc
2887,efcc
2888,eddcc
2889,ekkcc
2890,effffcc
2891,edddddcc
2892,edddsdssssddddddddddddscc
2893,ekcc
2894,edkcc
2895,edkkcc
2896,efffcc
2897,eddddddddddddcc
2898,eddskksdfcc
2899,efffcc
2900,eddddkkkkkkcc
2901,escc
2902,eddddcc
2903,ekkkkkkkkcc
2904,edddfffskkkcc
2905,effskkkcc
2906,edcc
2907,ekkkcc
2908,eddddddddddcc
2909,efffskskssssdcc
2910,eddddddkkkkkkkkkcc
2911,efdddddddddcc
2912,edddddddddddddddfsdddddscc
2913,esssfffcc
2914,efcc
2915,escc
2916,eddddddddddddddddcc
2917,eddkfdddkkkscc
2918,edddddddskcc
2919,esdcc
2920,edscc
2921,ekkcc
2922,efcc
2923,edddcc
2924,esscc
2925,essdddcc
2926,eddddffdddcc
2927,effkkfcc
2928,efcc
2929,edffcc
2930,edddcc
2931,effcc
2932,ekkkcc
2933,effcc
2934,efcc
2935,effffffsddddcc
2936,effscc
2937,efffcc
2938,eddddfffkkcc
2939,edddfffddscc
2940,eddddddcc
2941,edddffcc
2942,effcc
2943,escc
2944,effcc
2945,efcc
2946,eddddcc
2947,eskkffffcc
2948,eskkcc
2949,eddskscc
2950,edddddcc
2951,effffffkssffdddfdddsssffffscc
2952,efffssscc
2953,efffcc
2954,edddkcc
2955,effffffffcc
2956,efcc
2957,edddkcc
2958,esddddddssfffffcc
2959,ekcc
2960,efffffskkkcc
2961,edddkkskkkkssssddkfffcc
2962,ekkffffffskkkcc
2963,esddddddddkkcc
2964,efdfddkkcc
2965,efscc
2966,esscc
2967,eskssffffffdcc
2968,efffcc
2969,edddddddcc
2970,efcc
2971,esdddddddcc
2972,efcc
2973,edddcc
2974,effcc
2975,esscc
2976,ekksdcc
2977,edddkfffdcc
2978,efffffcc
2979,edddddcc
2980,esfddsddddkkkkkkcc
2981,efcc
2982,edddddskcc
2983,efffffcc
2984,ekkffffcc
2985,edcc
2986,eddddddddcc
2987,esssffffkfssdddddkkcc
2988,efcc
2989,efffffdddksdddddcc
2990,efcc
2991,ekkkkkcc
2992,effkkkkfffcc
2993,esddcc
2994,efffffdddddcc
2995,ekkcc
2996,effcc
2997,edcc
2998,esscc
2999,efddddddddcc
3000,efdddcc
3001,efddddddddddddddkkssscc
3002,effffcc
3003,efffffssskkkffkkksssddfffdskkkkcc
3004,eddsfcc
3005,eddddcc
3006,essddddddddddcc
3007,effffcc
3008,edkkkkkkkkkcc
3009,esskkkkkcc
3010,esddddsssssfkkcc
3011,edcc
3012,esfcc
3013,efkkkkkkskkkkkkcc
3014,edddssddddddddcc
3015,ekkcc
3016,edddddddskkfffcc
3017,efffffcc
3018,eddddfcc
3019,ekkkkffddddddcc
3020,ekksskcc
3021,ekkkssssddddfkcc
3022,edddddscc
3023,esdcc
3024,edcc
3025,efffkkkkksddddkkkkfffcc
3026,edddddcc
3027,efcc
3028,efffcc
3029,effcc
3030,esssssscc
3031,efffffcc
3032,eddddddcc
3033,edddcc
3034,edddsfcc
3035,edffffffcc
3036,esdddddddddddddddddddsddddddddddfcc
3037,efcc
3038,efcc
3039,efdddcc
3040,effffdddscc
3041,edffssdkkkkkkcc
3042,efcc
3043,escc
3044,eskcc
3045,effkkkkcc
3046,eskkdfcc
3047,efcc
3048,efdddkcc
3049,ekkkkcc
3050,edddddddcc
3051,eddcc
3052,eddddddkkkkkcc
3053,edddffcc
3054,efffffdddddddddddddcc
3055,effffdskfcc
3056,efdcc
3057,edddddcc
3058,effcc
3059,eddssddssfddddscc
3060,edddddddfsddfffssddddkcc
3061,efffffffffcc
3062,effcc
3063,edcc
3064,edddddkcc
3065,efddscc
3066,effddddkkkkkfffcc
3067,effddddddsdkcc
3068,eddddscc
3069,efffssssdddddddcc
3070,edddcc
3071,edddddsddcc
3072,effcc
3073,eskkkcc
3074,edsddddddksdkkcc
3075,eddssfdddddcc
3076,eddkcc
3077,eskkfffffkkfffskcc
3078,ekcc
3079,eddddfcc
3080,efcc
3081,effffffddcc
3082,effcc
3083,edfffkcc
3084,efffskkkkkkkkffffddfffcc
3085,efcc
3086,esskkcc
3087,efcc
3088,edfdddddddkkkkkkcc
3089,efcc
3090,eddddcc
3091,efkkcc
3092,efffdsscc
3093,efcc
3094,efffcc
3095,escc
3096,essscc
3097,efkcc
3098,efsdsdcc
3099,escc
3100,efcc
3101,effffffdcc
3102,eskfdddddddsfdddddddddcc
3103,efffffscc
3104,edfkkkkfffkcc
3105,ekkffffcc
3106,eddddddddcc
3107,efkkffffffkkkkkkkcc
3108,efcc
3109,esssdddffcc
3110,efcc
3111,ekkkcc
3112,effdddcc
3113,ekkkkkcc
3114,esskcc
3115,efffdddddddcc
3116,effffffddcc
3117,effddcc
3118,effffcc
3119,efkkcc
3120,efcc
3121,effcc
3122,effcc
3123,efcc
3124,ekcc
3125,ekkkfssscc
3126,eddcc
3127,efdssssddfcc
3128,ekkkfffdkcc
3129,efcc
3130,ekkkkcc
3131,eddddddddddddffddfkkcc
3132,efsffcc
3133,effcc
3134,effdsdkkksssdksdkkkkkkkkkkkcc
3135,eddddddddcc
3136,esdcc
3137,eddddddddddddddkffdddddsfffcc
3138,effddcc
3139,ekkffffffffffsddddddssscc
3140,effcc
3141,effkksssddsdkcc
3142,ekffkkkkkkkcc
3143,eskffcc
3144,effcc
3145,efdcc
3146,efkkcc
3147,edcc
3148,effcc
3149,esddddkffffffcc
3150,effcc
3151,edddsdddddddkcc
3152,efcc
3153,efcc
3154,ekkcc
3155,efcc
3156,ekkcc
3157,effffdcc
3158,eskfsdddsddddkkkkcc
3159,efcc
3160,eddkkkkcc
3161,eksskkkkfcc
3162,efkkkkcc
3163,ekcc
3164,ekksddcc
3165,edcc
3166,effdddcc
3167,efffddcc
3168,edcc
3169,eddddddddddddkcc
3170,essdddfdkfffcc
3171,efcc
3172,efkcc
3173,eddffcc
3174,effscc
3175,effcc
3176,ekdskkffkkcc
3177,efffcc
3178,efffkkcc
3179,edddddddcc
3180,effffffffdddfcc
3181,effscc
3182,effcc
3183,effdddcc
3184,eddddkskcc
3185,effcc
3186,edkdkkcc
3187,eskcc
3188,efffkkffcc
3189,edcc
3190,ekkkcc
3191,efcc
3192,ekkksdddddddkcc
3193,ekkkkcc
3194,eddcc
3195,efcc
3196,essddffcc
3197,eskkcc
3198,essssssfddfddddddddddfcc
3199,effdddddddddkskkkkkcc
3200,ekkkkkkcc
3201,eddddddddddddddkksksfkcc
3202,ekcc
3203,essssskkkkkksscc
3204,efcc
3205,ekcc
3206,esssfkkscc
3207,efscc
3208,eddcc
3209,ekkdcc
3210,edcc
3211,ekkkcc
3212,edddddddddkfkkkcc
3213,esddkkkkcc
3214,eddddfffcc
3215,ekcc
3216,edffsskkkcc
3217,eddsdssdddcc
3218,efddddcc
3219,efdkcc
3220,eddsfffddfffffsfssffffffddddsdddcc
3221,ekdkkkkkcc
3222,eddcc
3223,esksssssssscc
3224,ekkkkkkkcc
3225,eksssddddddddddddddddddddkkcc
3226,ekkcc
3227,ekkcc
3228,efcc
3229,ekkcc
3230,esddcc
3231,edddddddscc
3232,eddcc
3233,eddddkcc
3234,eddddcc
3235,ekcc
3236,edddkkkkcc
3237,escc
3238,eddddddsdddddcc
3239,edddddcc
3240,effffdddcc
3241,edddksdddskkfffksscc
3242,ekkkkcc
3243,eddddddddkkkkcc
3244,esscc
3245,edcc
3246,edcc
3247,effsdkkkkcc
3248,efsdfcc
3249,efffcc
3250,eksssskkcc
3251,efcc
3252,edffcc
3253,escc
3254,ekkkkcc
3255,edddddsddsffcc
3256,efffffffffcc
3257,eddkkkssfffsdddddcc
3258,efdddddcc
3259,ekkkkcc
3260,ekkcc
3261,eddcc
3262,edkskcc
3263,efdcc
3264,esffcc
3265,ekdcc
3266,efcc
3267,efffffcc
3268,esfffcc
3269,eddddddddddssdksfffddcc
3270,eskcc
3271,efssskkkkksdcc
3272,edkcc
3273,ekcc
3274,esssffffdddddddddcc
3275,ekkkcc
3276,essssssffkkkkkkkkkfdddkkkcc
3277,edddddddcc
3278,ekkcc
3279,efddcc
3280,efffffcc
3281,ekdkkcc
3282,edddddddddsssssdcc
3283,edddffcc
3284,ekskscc
3285,ekscc
3286,esdddsdcc
3287,effffdcc
3288,eddddscc
3289,essdddddcc
3290,essdssssdfkkcc
3291,ekkcc
3292,efffcc
3293,eskfssdddcc
3294,ekcc
3295,effdfcc
3296,edsdkkkkcc
3297,efcc
3298,ekcc
3299,ekffffcc
3300,edkcc
3301,effsskkfddddddddcc
3302,efffkkfcc
3303,effsscc
3304,efcc
3305,eddscc
3306,esssdddcc
3307,efffffsscc
3308,ekkkkkkkkcc
3309,eddddssssddffcc
3310,essfffffcc
3311,efdddkkcc
3312,escc
3313,esdddddfscc
3314,eddcc
3315,ekcc
3316,edddddcc
3317,ekkkssddsddkcc
3318,ekkkkkkkkkkkkksssfkcc
3319,effdskcc
3320,edkkcc
3321,esdddcc
3322,eddddddfdskcc
3323,efddddddddddcc
3324,esddddddddddddddddddsfcc
