,customer_no,path
1357,1358,sddkk
1358,1359,f
1359,1360,dddddddddkkkkk
1360,1361,sddddsf
1361,1362,s
1362,1363,s
1363,1364,ksssskkkk
1364,1365,dkkdddkkk
1365,1366,ffskkkkk
1366,1367,kd
1367,1368,dkk
1368,1369,kkkk
1369,1370,kkff
1370,1371,ssfffs
1371,1372,fdddd
1372,1373,s
1373,1374,ffffffk
1374,1375,dd
1375,1376,kkkk
1376,1377,kk
1377,1378,ssddddd
1378,1379,dddddkkfff
1379,1380,ddkkkkssddddddddd
1380,1381,kkfd
1381,1382,ksddddkskfdddff
1382,1383,ff
1383,1384,ff
1384,1385,fkfff
1385,1386,d
1386,1387,kkf
1387,1388,fffffffsssdddd
1388,1389,dsssff
1389,1390,ffffkk
1390,1391,dkkk
1391,1392,f
1392,1393,kkk
1393,1394,fkkkk
1394,1395,ffffff
1395,1396,fssf
1396,1397,kkkk
1397,1398,ffffkkkk
1398,1399,dddddddddddddddd
1399,1400,dddddkk
1400,1401,ddddss
1401,1402,fff
1402,1403,d
1403,1404,ddddd
1404,1405,ddddddd
1405,1406,ssf
1406,1407,fffffff
1407,1408,fffffs
1408,1409,kkf
1409,1410,kkf
1410,1411,ff
1411,1412,f
1412,1413,ff
1413,1414,dkkkkk
1414,1415,f
1415,1416,fkkkkkkk
1416,1417,sffffff
1417,1418,k
1418,1419,ffk
1419,1420,sssss
1420,1421,skkkkk
1421,1422,dkkk
1422,1423,dsd
1423,1424,dkk
1424,1425,kkkkkk
1425,1426,fkkkkkk
1426,1427,k
1427,1428,kk
1428,1429,kk
1429,1430,ffffdfffffdf
1430,1431,fddddddd
1431,1432,sssffff
1432,1433,ddddddsskf
1433,1434,kfssskk
1434,1435,k
1435,1436,kkk
1436,1437,fsssddd
1437,1438,s
1438,1439,ffff
1439,1440,kkks
1440,1441,dks
1441,1442,ff
1442,1443,fdd
1443,1444,s
1444,1445,d
1445,1446,
1446,1447,
1447,2001,fffkkkkkkk
1448,2002,kkkkkkkkkkkkfff
1449,2003,ddddddd
1450,2004,ddskkk
1451,2005,ddd
1452,2006,ddddddddsddddddd
1453,2007,dddffkkk
1454,2008,d
1455,2009,fffddddddddffddddddd
1456,2010,ffff
1457,2011,f
1458,2012,fffff
1459,2013,dkkk
1460,2014,ddddddffffddddddffk
1461,2015,ssfddd
1462,2016,ddddkkfdd
1463,2017,ff
1464,2018,ffffd
1465,2019,dkkkkfk
1466,2020,s
1467,2021,ksskkk
1468,2022,kk
1469,2023,fff
1470,2024,fskk
1471,2025,d
1472,2026,ssk
1473,2027,sssff
1474,2028,sf
1475,2029,fdkkdkskkk
1476,2030,kkk
1477,2031,kskffkkkkkkff
1478,2032,dkk
1479,2033,sssdddskkk
1480,2034,k
1481,2035,ss
1482,2036,ddddddddkk
1483,2037,kkkfffkk
1484,2038,k
1485,2039,dddkkkkkf
1486,2040,ffdk
1487,2041,kdkk
1488,2042,kkkkfffff
1489,2043,fffddddd
1490,2044,f
1491,2045,sfffff
1492,2046,ddddddddkks
1493,2047,dd
1494,2048,dd
1495,2049,sd
1496,2050,kk
1497,2051,ddf
1498,2052,kk
1499,2053,f
1500,2054,k
1501,2055,dddddkfff
1502,2056,kk
1503,2057,ssssssdddddddddkkk
1504,2058,fff
1505,2059,fddsk
1506,2060,dff
1507,2061,kkkkks
1508,2062,ksdkkkkk
1509,2063,dddddsk
1510,2064,sfffffksskk
1511,2065,dddddddfff
1512,2066,kff
1513,2067,ddsskffk
1514,2068,f
1515,2069,fff
1516,2070,fkkkkk
1517,2071,skkk
1518,2072,sdddsss
1519,2073,ffddf
1520,2074,fffdsdddddddkkkfff
1521,2075,dkksddkkkkff
1522,2076,fddddddd
1523,2077,f
1524,2078,kkfffdddd
1525,2079,f
1526,2080,ffffffffssdddddd
1527,2081,fffdd
1528,2082,dddddddfsss
1529,2083,sssd
1530,2084,ff
1531,2085,d
1532,2086,f
1533,2087,ddddkkkkfk
1534,2088,fkffffffsdddddddddsdd
1535,2089,kkkskskskkkk
1536,2090,ksssff
1537,2091,k
1538,2092,fsddddddddddskkffffddddddd
1539,2093,k
1540,2094,ddddddddfk
1541,2095,d
1542,2096,skksskffffssdfffffff
1543,2097,ffdd
1544,2098,kffff
1545,2099,d
1546,2100,d
1547,2101,kkk
1548,2102,kk
1549,2103,dddddddddddd
1550,2104,ssssssd
1551,2105,fddddfdd
1552,2106,ffffddddsssdddddddd
1553,2107,sdddfddk
1554,2108,fffffff
1555,2109,d
1556,2110,sksskkkfssddfffff
1557,2111,s
1558,2112,dddddddddddddddddfddffddkff
1559,2113,ssfkkkkfsskkkkkkkkffffssssskkk
1560,2114,kffks
1561,2115,s
1562,2116,kfdddddsffffs
1563,2117,fff
1564,2118,ddffk
1565,2119,fdd
1566,2120,sddddddd
1567,2121,ffffffffk
1568,2122,kk
1569,2123,ddddddddddddkkk
1570,2124,d
1571,2125,k
1572,2126,sdsdddddddddddddf
1573,2127,sddffffff
1574,2128,ffddffddddddssks
1575,2129,fddddkk
1576,2130,ff
1577,2131,fff
1578,2132,df
1579,2133,fsss
1580,2134,kksdkk
1581,2135,fffffffssddd
1582,2136,ff
1583,2137,fff
1584,2138,fffff
1585,2139,kkfffddss
1586,2140,ffdddddddsdsdddf
1587,2141,dddddd
1588,2142,ddsddd
1589,2143,s
1590,2144,sssdddddd
1591,2145,ffsddfffffffffffffffffffdddddddd
1592,2146,kss
1593,2147,ffff
1594,2148,k
1595,2149,fff
1596,2150,f
1597,2151,ssddd
1598,2152,sssddd
1599,2153,ffff
1600,2154,dd
1601,2155,ddddddd
1602,2156,sssdddddkkfsfffff
1603,2157,fd
1604,2158,fdddd
1605,2159,k
1606,2160,f
1607,2161,sskk
1608,2162,k
1609,2163,ssdfdddddddff
1610,2164,ff
1611,2165,ddddddkksskk
1612,2166,fddddsss
1613,2167,ddsskkfkkkkk
1614,2168,sdddddf
1615,2169,d
1616,2170,f
1617,2171,sddddfffffsss
1618,2172,ffddkkkkkkk
1619,2173,fffskkk
1620,2174,kkkfffffffs
1621,2175,dd
1622,2176,ddddddssddddddkkffkk
1623,2177,ffs
1624,2178,kkkkks
1625,2179,ffff
1626,2180,dddddff
1627,2181,ffddddffdkkkkfffd
1628,2182,ddsssk
1629,2183,dkk
1630,2184,kddkk
1631,2185,fffkf
1632,2186,sddddk
1633,2187,ffffff
1634,2188,dddddddddd
1635,2189,dddkfffffffff
1636,2190,d
1637,2191,ff
1638,2192,dkkk
1639,2193,ddddkk
1640,2194,ff
1641,2195,ssd
1642,2196,ff
1643,2197,kk
1644,2198,ffffdddsdddddsddddddddddddddddds
1645,2199,ddddddd
1646,2200,fsskkkksksskkffffss
1647,2201,fsddsdsf
1648,2202,fsddkkkk
1649,2203,s
1650,2204,ddfdddddddddddsdd
1651,2205,f
1652,2206,ddkssddkkkfff
1653,2207,ss
1654,2208,dddkk
1655,2209,dddds
1656,2210,fff
1657,2211,ffdddddd
1658,2212,ddd
1659,2213,ff
1660,2214,ddddd
1661,2215,fsskffffdk
1662,2216,fffsskk
1663,2217,sk
1664,2218,sskskk
1665,2219,sdkk
1666,2220,kksskkk
1667,2221,fffffd
1668,2222,fdks
1669,2223,dddddsddf
1670,2224,kkk
1671,2225,kk
1672,2226,k
1673,2227,ssdd
1674,2228,ddddddffdddsfff
1675,2229,ffffddd
1676,2230,f
1677,2231,skss
1678,2232,ffk
1679,2233,ddfkksddddddkk
1680,2234,f
1681,2235,ffffff
1682,2236,fskkkssddssfffd
1683,2237,kffff
1684,2238,kkkkkkk
1685,2239,ddddddddddd
1686,2240,sdddddddddds
1687,2241,ddksddssdddddkkkkssddd
1688,2242,sfffff
1689,2243,kkkkk
1690,2244,fdd
1691,2245,dffkfkkkksdsf
1692,2246,f
1693,2247,skk
1694,2248,fddddddddddssssk
1695,2249,ffff
1696,2250,dd
1697,2251,kkffk
1698,2252,fffff
1699,2253,ddddddd
1700,2254,sskkks
1701,2255,ss
1702,2256,sd
1703,2257,kk
1704,2258,f
1705,2259,f
1706,2260,sssssskkksddd
1707,2261,dsd
1708,2262,ddddd
1709,2263,f
1710,2264,ddkkf
1711,2265,dddddddd
1712,2266,f
1713,2267,dd
1714,2268,ffffffdddkk
1715,2269,ff
1716,2270,ffffff
1717,2271,ffffffdddddddffffddddsssskkkkkssddddd
1718,2272,dddddddf
1719,2273,fffkksdddd
1720,2274,f
1721,2275,ddddffffskkkkkkkkss
1722,2276,ddddsf
1723,2277,dkkk
1724,2278,f
1725,2279,ff
1726,2280,ddd
1727,2281,dddfdd
1728,2282,ddddsskkffdfsssskk
1729,2283,fsdffdd
1730,2284,f
1731,2285,ffff
1732,2286,s
1733,2287,ffffffffffskk
1734,2288,s
1735,2289,fsssf
1736,2290,ff
1737,2291,f
1738,2292,f
1739,2293,ddfkk
1740,2294,kkkkfkksddddddddddddddd
1741,2295,kk
1742,2296,f
1743,2297,sdkf
1744,2298,k
1745,2299,ddddddd
1746,2300,f
1747,2301,ffffkkkkksdskkkksk
1748,2302,kkkkkk
1749,2303,f
1750,2304,kkkkkk
1751,2305,fk
1752,2306,fffddddddds
1753,2307,d
1754,2308,skk
1755,2309,ffffk
1756,2310,dddd
1757,2311,kkkkkkkfskkfdddddddd
1758,2312,fssdddddddddddf
1759,2313,f
1760,2314,kk
1761,2315,fffffff
1762,2316,sskkkkk
1763,2317,sddddf
1764,2318,d
1765,2319,ddsfffffff
1766,2320,f
1767,2321,dddddd
1768,2322,f
1769,2323,f
1770,2324,ddd
1771,2325,fsssddsddddddsssk
1772,2326,sd
1773,2327,dddddddddsfffffdsf
1774,2328,k
1775,2329,ddddddddskks
1776,2330,fdffffffdddddd
1777,2331,dk
1778,2332,ddfs
1779,2333,ss
1780,2334,d
1781,2335,dsff
1782,2336,d
1783,2337,ffffffsskk
1784,2338,dd
1785,2339,ffdd
1786,2340,fssfffkks
1787,2341,s
1788,2342,ddkkkk
1789,2343,f
1790,2344,fkskk
1791,2345,sf
1792,2346,dddsk
1793,2347,dddddddddff
1794,2348,k
1795,2349,ffffdddf
1796,2350,ssssk
1797,2351,d
1798,2352,ff
1799,2353,kk
1800,2354,sdddd
1801,2355,dddkk
1802,2356,k
1803,2357,fffk
1804,2358,d
1805,2359,ddddddddd
1806,2360,ssskk
1807,2361,kkkkfs
1808,2362,fddddkk
1809,2363,ffffdfffffssssssd
1810,2364,sdddddkkk
1811,2365,ddddddds
1812,2366,fffdddd
1813,2367,dddssss
1814,2368,f
1815,2369,ff
1816,2370,ffff
1817,2371,ddddddksddssdk
1818,2372,dfddddddddk
1819,2373,d
1820,2374,k
1821,2375,dddsfffffkkks
1822,2376,fffkkkksdffk
1823,2377,fffddfff
1824,2378,fksssdddds
1825,2379,ffk
1826,2380,fkkkk
1827,2381,dd
1828,2382,ss
1829,2383,d
1830,2384,fddddffff
1831,2385,ddffkkfffffsskkkkkfff
1832,2386,f
1833,2387,ffkk
1834,2388,fff
1835,2389,ffdddddf
1836,2390,dddskk
1837,2391,dddddddddddddddddddddddddddddd
1838,2392,fff
1839,2393,f
1840,2394,ffdd
1841,2395,df
1842,2396,ddddds
1843,2397,s
1844,2398,fffffff
1845,2399,fffffffdddf
1846,2400,k
1847,2401,sss
1848,2402,f
1849,2403,fddkkkkkkk
1850,2404,ss
1851,2405,fd
1852,2406,ddffff
1853,2407,ss
1854,2408,ddddddssff
1855,2409,k
1856,2410,dk
1857,2411,sskkk
1858,2412,sskkkkff
1859,2413,kkk
1860,2414,d
1861,2415,ffdd
1862,2416,fddkffdddddddddddddf
1863,2417,fdd
1864,2418,k
1865,2419,dddddd
1866,2420,k
1867,2421,ff
1868,2422,ssdddsdd
1869,2423,ffkk
1870,2424,dd
1871,2425,dd
1872,2426,f
1873,2427,sdkkksss
1874,2428,d
1875,2429,ffff
1876,2430,ffffffff
1877,2431,dddddddkk
1878,2432,sdddd
1879,2433,ffkkkkkkkff
1880,2434,ddd
1881,2435,ddddd
1882,2436,f
1883,2437,s
1884,2438,ffffss
1885,2439,sskkkkkkksd
1886,2440,ffffssdkkf
1887,2441,fkkk
1888,2442,kkksss
1889,2443,ssd
1890,2444,ddkk
1891,2445,ddddd
1892,2446,fsss
1893,2447,k
1894,2448,dddd
1895,2449,kskkkk
1896,2450,ddddddssddddddddd
1897,2451,skkkk
1898,2452,sddddddddddddddsdddddd
1899,2453,dddss
1900,2454,ddddd
1901,2455,dddffsffsddddddd
1902,2456,ddddddddsssfdddfff
1903,2457,dd
1904,2458,kksdff
1905,2459,ffffkk
1906,2460,sddd
1907,2461,d
1908,2462,f
1909,2463,kkfk
1910,2464,dddddd
1911,2465,ss
1912,2466,fffff
1913,2467,ddsk
1914,2468,kkksff
1915,2469,ffffsdddff
1916,2470,ff
1917,2471,ksff
1918,2472,sddd
1919,2473,k
1920,2474,sdddddddddd
1921,2475,f
1922,2476,fddsdddddfff
1923,2477,ddddddddff
1924,2478,ssk
1925,2479,ff
1926,2480,d
1927,2481,kkffsdddddddddddf
1928,2482,fffd
1929,2483,fffkf
1930,2484,ddddsddddddddddddfkkkksfffff
1931,2485,f
1932,2486,ks
1933,2487,kf
1934,2488,ddsssffffff
1935,2489,ddd
1936,2490,fs
1937,2491,f
1938,2492,sssssdddddddkk
1939,2493,d
1940,2494,ddddddd
1941,2495,ffkkk
1942,2496,fffddddsffdddddddkf
1943,2497,f
1944,2498,ff
1945,2499,f
1946,2500,fskf
1947,2501,d
1948,2502,ksdd
1949,2503,fffff
1950,2504,ff
1951,2505,kkssdddfffffss
1952,2506,fdsssssff
1953,2507,ddddddffffssssssssssd
1954,2508,ffsdddssskkkf
1955,2509,ffffff
1956,2510,fffsddddddddd
1957,2511,kskssfffkkkskkkffffff
1958,2512,dkkkffddddkkk
1959,2513,fffkkkkskkkkkkkkkfsdfffff
1960,2514,fffffs
1961,2515,fffdd
1962,2516,ddddd
1963,2517,dddd
1964,2518,f
1965,2519,s
1966,2520,d
1967,2521,dd
1968,2522,fff
1969,2523,fff
1970,2524,ddddfffffff
1971,2525,df
1972,2526,kfdddddddskffff
1973,2527,f
1974,2528,ddkffksfk
1975,2529,dskkkkkkkkkk
1976,2530,ddddf
1977,2531,ffffff
1978,2532,s
1979,2533,ff
1980,2534,sffdddd
1981,2535,f
1982,2536,fdddsssss
1983,2537,s
1984,2538,kfff
1985,2539,fff
1986,2540,dd
1987,2541,f
1988,2542,d
1989,2543,f
1990,2544,ddd
1991,2545,ddd
1992,2546,dddskkkff
1993,2547,dddkkf
1994,2548,d
1995,2549,ffksdkkk
1996,2550,f
1997,2551,kff
1998,2552,ddddddskffff
1999,2553,ddddddd
2000,2554,fkkkk
2001,2555,dddddddddddd
2002,2556,f
2003,2557,f
2004,2558,sdddddd
2005,2559,ffk
2006,2560,ffdddddddd
2007,2561,ff
2008,2562,fffffffffddddsssskksssssfksf
2009,2563,skff
2010,2564,fddddd
2011,2565,sdd
2012,2566,dddddfff
2013,2567,fff
2014,2568,f
2015,2569,dd
2016,2570,dddddd
2017,2571,fff
2018,2572,kffff
2019,2573,fffffff
2020,2574,f
2021,2575,ss
2022,2576,dddddd
2023,2577,fff
2024,2578,sssskk
2025,2579,ddddddfff
2026,2580,fffffdddd
2027,2581,k
2028,2582,k
2029,2583,ffff
2030,2584,ddddddddddddsssf
2031,2585,sdddddddssk
2032,2586,f
2033,2587,fffffffff
2034,2588,sffffffdddddddd
2035,2589,dsk
2036,2590,k
2037,2591,dddddd
2038,2592,dssddddkk
2039,2593,fff
2040,2594,sfffskkkkkkkkk
2041,2595,ddd
2042,2596,dddddf
2043,2597,f
2044,2598,f
2045,2599,ff
2046,2600,fff
2047,2601,fffff
2048,2602,fdkk
2049,2603,k
2050,2604,fffff
2051,2605,dddkkkkkkssskf
2052,2606,f
2053,2607,d
2054,2608,dddddds
2055,2609,fff
2056,2610,fffssffsskkkkksk
2057,2611,dddkskkk
2058,2612,sddddddsskkffff
2059,2613,fks
2060,2614,ddsssssssd
2061,2615,f
2062,2616,skk
2063,2617,ddddddddddddddddddddffff
2064,2618,dfsssdkkkkffdddddd
2065,2619,dd
2066,2620,sddd
2067,2621,fff
2068,2622,fff
2069,2623,skkkkkssddddd
2070,2624,ffdddds
2071,2625,ffddddff
2072,2626,kkssss
2073,2627,fdddddf
2074,2628,skkffsddssdd
2075,2629,fk
2076,2630,ssdd
2077,2631,kk
2078,2632,dd
2079,2633,sss
2080,2634,dd
2081,2635,kkffsss
2082,2636,dddddfff
2083,2637,d
2084,2638,dk
2085,2639,sssssssf
2086,2640,f
2087,2641,kkfff
2088,2642,dddf
2089,2643,sddddssskkk
2090,2644,fddkkkfkkksss
2091,2645,ff
2092,2646,fffffs
2093,2647,fdddsff
2094,2648,kkkssffsk
2095,2649,sfffffff
2096,2650,dddddf
2097,2651,dddddddddddd
2098,2652,ffdd
2099,2653,ddssssss
2100,2654,dffdddddk
2101,2655,dd
2102,2656,ssfsk
2103,2657,fff
2104,2658,dd
2105,2659,dddd
2106,2660,kk
2107,2661,s
2108,2662,ffffssff
2109,2663,fssfkkkk
2110,2664,s
2111,2665,k
2112,2666,ffffffffkkkfddkkkkkkkffffffff
2113,2667,fffssksk
2114,2668,d
2115,2669,ks
2116,2670,f
2117,2671,kkkk
2118,2672,kks
2119,2673,dddds
2120,2674,fffks
2121,2675,kkk
2122,2676,ddddd
2123,2677,k
2124,2678,sdddddddk
2125,2679,ddds
2126,2680,ssdddd
2127,2681,skkk
2128,2682,ffffff
2129,2683,sk
2130,2684,sdddk
2131,2685,dddddd
2132,2686,kff
2133,2687,sf
2134,2688,fff
2135,2689,sdddd
2136,2690,sdddddd
2137,2691,sskkkk
2138,2692,fffff
2139,2693,ffffffffdddddssf
2140,2694,ffff
2141,2695,d
2142,2696,k
2143,2697,ff
2144,2698,f
2145,2699,s
2146,2700,dd
2147,2701,ddddddddddd
2148,2702,kkkkkkkkfddd
2149,2703,fddd
2150,2704,ssssf
2151,2705,skkk
2152,2706,f
2153,2707,fffddddddddddddsff
2154,2708,ddddkkkksdkkkfkk
2155,2709,fk
2156,2710,ssskkf
2157,2711,ddddddddd
2158,2712,fffkkffddddddff
2159,2713,ff
2160,2714,fkff
2161,2715,fff
2162,2716,fffddddddddddddd
2163,2717,kkk
2164,2718,fdddddddd
2165,2719,dddddddddkksddddd
2166,2720,ddddfkk
2167,2721,fdddddkkk
2168,2722,ddddd
2169,2723,fff
2170,2724,ffff
2171,2725,ff
2172,2726,ddddss
2173,2727,dddddff
2174,2728,df
2175,2729,kkkffkkkkkssskk
2176,2730,ssdffff
2177,2731,f
2178,2732,ffffsddd
2179,2733,ff
2180,2734,dddddddd
2181,2735,d
2182,2736,dddddddddds
2183,2737,fffdddddd
2184,2738,dddddddddddf
2185,2739,fff
2186,2740,d
2187,2741,sss
2188,2742,dddffffkkkkksdddss
2189,2743,f
2190,2744,f
2191,2745,ffkk
2192,2746,fddsdddfffddddddd
2193,2747,dddkk
2194,2748,ff
2195,2749,ff
2196,2750,kkffsss
2197,2751,fddddddddddddkk
2198,2752,dffffffffss
2199,2753,kk
2200,2754,ddff
2201,2755,d
2202,2756,dddd
2203,2757,dddd
2204,2758,ddd
2205,2759,fffff
2206,2760,ff
2207,2761,ff
2208,2762,f
2209,2763,k
2210,2764,ddddddddddkkkss
2211,2765,f
2212,2766,ssdfffsdddddddddddss
2213,2767,fffd
2214,2768,d
2215,2769,fff
2216,2770,f
2217,2771,fffddddsskffdddkkkk
2218,2772,kskfkdkk
2219,2773,fff
2220,2774,ff
2221,2775,kkkkkkksdddsddddsk
2222,2776,dsdddssff
2223,2777,kkkkkkkkf
2224,2778,k
2225,2779,fffffff
2226,2780,fdddddksss
2227,2781,fddfff
2228,2782,kffddddddddddddkkffsdddddddddd
2229,2783,ddddddd
2230,2784,fdddddddd
2231,2785,dss
2232,2786,dkkk
2233,2787,ddffffff
2234,2788,kk
2235,2789,f
2236,2790,ffsf
2237,2791,ddddddd
2238,2792,ffff
2239,2793,dddddffdffssssdddkk
2240,2794,fddds
2241,2795,ff
2242,2796,f
2243,2797,s
2244,2798,ssd
2245,2799,ddkkkkk
2246,2800,dddssksddd
2247,2801,dddk
2248,2802,dk
2249,2803,s
2250,2804,ssffdd
2251,2805,ffff
2252,2806,f
2253,2807,fddd
2254,2808,ddddssdddfddsk
2255,2809,fdddddddd
2256,2810,sdddkk
2257,2811,f
2258,2812,f
2259,2813,dddd
2260,2814,sssf
2261,2815,fffssskssfffk
2262,2816,ffdf
2263,2817,ddk
2264,2818,fffffffffff
2265,2819,kk
2266,2820,kdd
2267,2821,fsdddffffsss
2268,2822,sdd
2269,2823,sks
2270,2824,fdddfffff
2271,2825,dddddff
2272,2826,fffff
2273,2827,dddddddddddddddddssssdfffffddkk
2274,2828,f
2275,2829,sfkkkfffffddddddfffff
2276,2830,ffkkkkkkkksd
2277,2831,fk
2278,2832,fffdddd
2279,2833,kk
2280,2834,sffff
2281,2835,ddkkkkkfdddd
2282,2836,ffffssf
2283,2837,kkf
2284,2838,ff
2285,2839,f
2286,2840,kkkkkkdkk
2287,2841,fff
2288,2842,fffffffffkkkkkk
2289,2843,fs
2290,2844,d
2291,2845,dd
2292,2846,sssff
2293,2847,ssdddf
2294,2848,fd
2295,2849,fffffdd
2296,2850,fdd
2297,2851,dkskkkkk
2298,2852,dsdddddffkkfdd
2299,2853,ss
2300,2854,fffdd
2301,2855,f
2302,2856,ff
2303,2857,fffdddddddddddddskkkff
2304,2858,sfddffsfffdddddkk
2305,2859,dd
2306,2860,s
2307,2861,fsskf
2308,2862,ffkff
2309,2863,d
2310,2864,sdskkkkkkk
2311,2865,dddd
2312,2866,kk
2313,2867,sskk
2314,2868,sddddd
2315,2869,ffffffffkkkkssssddddss
2316,2870,kkk
2317,2871,dddddds
2318,2872,ffffd
2319,2873,ddd
2320,2874,fff
2321,2875,ffffssdddk
2322,2876,ffffff
2323,2877,dddsddddddddssdddffffddfddf
2324,2878,sdskkssskkkk
2325,2879,ffffffff
2326,2880,fffffk
2327,2881,f
2328,2882,d
2329,2883,fff
2330,2884,ddd
2331,2885,kk
2332,2886,ssdddf
2333,2887,f
2334,2888,dd
2335,2889,kk
2336,2890,ffff
2337,2891,ddddd
2338,2892,dddsdssssdddddddddddds
2339,2893,k
2340,2894,dk
2341,2895,dkk
2342,2896,fff
2343,2897,dddddddddddd
2344,2898,ddskksdf
2345,2899,fff
2346,2900,ddddkkkkkk
2347,2901,s
2348,2902,dddd
2349,2903,kkkkkkkk
2350,2904,dddfffskkk
2351,2905,ffskkk
2352,2906,d
2353,2907,kkk
2354,2908,dddddddddd
2355,2909,fffskskssssd
2356,2910,ddddddkkkkkkkkk
2357,2911,fddddddddd
2358,2912,dddddddddddddddfsddddds
2359,2913,sssfff
2360,2914,f
2361,2915,s
2362,2916,dddddddddddddddd
2363,2917,ddkfdddkkks
2364,2918,dddddddsk
2365,2919,sd
2366,2920,ds
2367,2921,kk
2368,2922,f
2369,2923,ddd
2370,2924,ss
2371,2925,ssddd
2372,2926,ddddffddd
2373,2927,ffkkf
2374,2928,f
2375,2929,dff
2376,2930,ddd
2377,2931,ff
2378,2932,kkk
2379,2933,ff
2380,2934,f
2381,2935,ffffffsdddd
2382,2936,ffs
2383,2937,fff
2384,2938,ddddfffkk
2385,2939,dddfffdds
2386,2940,dddddd
2387,2941,dddff
2388,2942,ff
2389,2943,s
2390,2944,ff
2391,2945,f
2392,2946,dddd
2393,2947,skkffff
2394,2948,skk
2395,2949,ddsks
2396,2950,ddddd
2397,2951,ffffffkssffdddfdddsssffffs
2398,2952,fffsss
2399,2953,fff
2400,2954,dddk
2401,2955,ffffffff
2402,2956,f
2403,2957,dddk
2404,2958,sddddddssfffff
2405,2959,k
2406,2960,fffffskkk
2407,2961,dddkkskkkkssssddkfff
2408,2962,kkffffffskkk
2409,2963,sddddddddkk
2410,2964,fdfddkk
2411,2965,fs
2412,2966,ss
2413,2967,skssffffffd
2414,2968,fff
2415,2969,ddddddd
2416,2970,f
2417,2971,sddddddd
2418,2972,f
2419,2973,ddd
2420,2974,ff
2421,2975,ss
2422,2976,kksd
2423,2977,dddkfffd
2424,2978,fffff
2425,2979,ddddd
2426,2980,sfddsddddkkkkkk
2427,2981,f
2428,2982,dddddsk
2429,2983,fffff
2430,2984,kkffff
2431,2985,d
2432,2986,dddddddd
2433,2987,sssffffkfssdddddkk
2434,2988,f
2435,2989,fffffdddksddddd
2436,2990,f
2437,2991,kkkkk
2438,2992,ffkkkkfff
2439,2993,sdd
2440,2994,fffffddddd
2441,2995,kk
2442,2996,ff
2443,2997,d
2444,2998,ss
2445,2999,fdddddddd
2446,3000,fddd
2447,3001,fddddddddddddddkksss
2448,3002,ffff
2449,3003,fffffssskkkffkkksssddfffdskkkk
2450,3004,ddsf
2451,3005,dddd
2452,3006,ssdddddddddd
2453,3007,ffff
2454,3008,dkkkkkkkkk
2455,3009,sskkkkk
2456,3010,sddddsssssfkk
2457,3011,d
2458,3012,sf
2459,3013,fkkkkkkskkkkkk
2460,3014,dddssdddddddd
2461,3015,kk
2462,3016,dddddddskkfff
2463,3017,fffff
2464,3018,ddddf
2465,3019,kkkkffdddddd
2466,3020,kkssk
2467,3021,kkkssssddddfk
2468,3022,ddddds
2469,3023,sd
2470,3024,d
2471,3025,fffkkkkksddddkkkkfff
2472,3026,ddddd
2473,3027,f
2474,3028,fff
2475,3029,ff
2476,3030,ssssss
2477,3031,fffff
2478,3032,dddddd
2479,3033,ddd
2480,3034,dddsf
2481,3035,dffffff
2482,3036,sdddddddddddddddddddsddddddddddf
2483,3037,f
2484,3038,f
2485,3039,fddd
2486,3040,ffffddds
2487,3041,dffssdkkkkkk
2488,3042,f
2489,3043,s
2490,3044,sk
2491,3045,ffkkkk
2492,3046,skkdf
2493,3047,f
2494,3048,fdddk
2495,3049,kkkk
2496,3050,ddddddd
2497,3051,dd
2498,3052,ddddddkkkkk
2499,3053,dddff
2500,3054,fffffddddddddddddd
2501,3055,ffffdskf
2502,3056,fd
2503,3057,ddddd
2504,3058,ff
2505,3059,ddssddssfdddds
2506,3060,dddddddfsddfffssddddk
2507,3061,fffffffff
2508,3062,ff
2509,3063,d
2510,3064,dddddk
2511,3065,fdds
2512,3066,ffddddkkkkkfff
2513,3067,ffddddddsdk
2514,3068,dddds
2515,3069,fffssssddddddd
2516,3070,ddd
2517,3071,dddddsdd
2518,3072,ff
2519,3073,skkk
2520,3074,dsddddddksdkk
2521,3075,ddssfddddd
2522,3076,ddk
2523,3077,skkfffffkkfffsk
2524,3078,k
2525,3079,ddddf
2526,3080,f
2527,3081,ffffffdd
2528,3082,ff
2529,3083,dfffk
2530,3084,fffskkkkkkkkffffddfff
2531,3085,f
2532,3086,sskk
2533,3087,f
2534,3088,dfdddddddkkkkkk
2535,3089,f
2536,3090,dddd
2537,3091,fkk
2538,3092,fffdss
2539,3093,f
2540,3094,fff
2541,3095,s
2542,3096,sss
2543,3097,fk
2544,3098,fsdsd
2545,3099,s
2546,3100,f
2547,3101,ffffffd
2548,3102,skfdddddddsfddddddddd
2549,3103,fffffs
2550,3104,dfkkkkfffk
2551,3105,kkffff
2552,3106,dddddddd
2553,3107,fkkffffffkkkkkkk
2554,3108,f
2555,3109,sssdddff
2556,3110,f
2557,3111,kkk
2558,3112,ffddd
2559,3113,kkkkk
2560,3114,ssk
2561,3115,fffddddddd
2562,3116,ffffffdd
2563,3117,ffdd
2564,3118,ffff
2565,3119,fkk
2566,3120,f
2567,3121,ff
2568,3122,ff
2569,3123,f
2570,3124,k
2571,3125,kkkfsss
2572,3126,dd
2573,3127,fdssssddf
2574,3128,kkkfffdk
2575,3129,f
2576,3130,kkkk
2577,3131,ddddddddddddffddfkk
2578,3132,fsff
2579,3133,ff
